"","cpg","trait","cpg_pos","lead_snp","cis","b_wald_ratio","se_wald_ratio","p_wald_ratio","coloc_nsnp","coloc_h0","coloc_h1","coloc_h2","coloc_h3","coloc_h4"
"227","cg14149701","Systemic lupus erythematosus","chr11:624995","rs12272314",TRUE,-0.210721031315653,0.0315341724406063,2.16015e-10,149,3.95552707659059e-127,1.37897388769887e-10,2.23861501133478e-118,0.077119605106375,0.922880394755733
"228","cg10902107","Lumbar spine bone mineral density","chr11:68381554","rs12281742",TRUE,-0.071008,0.009844,1.93e-12,107,2.46129591819614e-25,3.46571882706627e-10,6.71716581864296e-17,0.0936772170107295,0.906322782642695
"229","cg14308424","Height","chr9:97811026","rs12337992",TRUE,-0.038,0.0059,2.4e-10,22,3.89781427884818e-13,3.3891099668377e-07,2.36707735814764e-08,0.019601098918441,0.980398538499399
"230","cg26705561","Crohn's disease","chr10:102279791","rs12360459",TRUE,0.166200643662899,0.0264,3.206e-10,14,2.85371031276244e-12,2.4938948954135e-07,1.48692556640506e-07,0.0120064445167178,0.987993157398383
"231","cg26705561","Inflammatory bowel disease","chr10:102279791","rs12360459",TRUE,0.16189773659741,0.0192,3.331e-17,14,5.108746608318e-19,4.46460070998311e-14,1.51361572584204e-07,0.0122399265582655,0.987759922080119
"232","cg26705561","Ulcerative colitis","chr10:102279791","rs12360459",TRUE,0.162696913657655,0.0242,1.736e-11,14,1.77553693802804e-13,1.55166503290934e-08,1.54405467145756e-07,0.0125062027937092,0.987493627283997
"233","cg06090867","Ulcerative colitis","chr1:20511782","rs12403770",TRUE,0.144299458348308,0.0223,9.231e-11,10,2.23495256879747e-11,1.89380192991179e-07,1.15609310024112e-06,0.00880503819174028,0.991193616312617
"234","cg27138204","Crohn's disease","chr12:54446100","rs12413565",FALSE,-0.167401417703576,0.0265,2.721e-10,19,9.95467467988386e-83,5.34873665686107e-07,6.07275212724681e-78,0.0316611075616216,0.968338357564712
"235","cg27138204","Ulcerative colitis","chr12:54446100","rs12413565",FALSE,-0.162601285830141,0.0242,1.979e-11,19,3.64639278833689e-83,1.9592397943153e-07,3.24682933207131e-77,0.173628702775845,0.82637110130018
"236","cg04353769","Alzheimer's disease","chr11:59951557","rs12453",TRUE,-0.1014,0.0163,5.195e-10,88,3.59870867075531e-55,2.1459576974109e-07,3.3420967658162e-49,0.19849215396385,0.801507631440373
"237","cg12243333","Urate","chr2:27652320","rs12476704",TRUE,-0.048,0.0055,5.66943409792827e-16,33,1.48473820235192e-27,5.97805157078066e-14,1.92824142645976e-15,0.076714149962097,0.923285850037843
"238","cg12243333","Fasting glucose","chr2:27652320","rs12476704",TRUE,0.019,0.0032,1.709e-09,33,5.61747525122191e-19,2.00025390663461e-05,4.31321474307731e-15,0.152736426212035,0.847243571248898
"239","cg12243333","Age at menopause","chr2:27652320","rs12476704",TRUE,-0.16,0.02,1e-14,34,1.00952548210016e-25,4.09033503797224e-12,7.67985305084618e-16,0.0301469167034432,0.969853083292463
"240","cg16552454","Age at menopause","chr20:61583924","rs12480870",TRUE,0.16,0.02,3.5e-10,24,1.55770945478761e-198,3.13601553461493e-12,2.49456759938995e-189,0.00402614546289743,0.995973854533968
"241","cg09416188","Crohn's disease","chr3:49538552","rs12489092",TRUE,-0.163201515347676,0.0232,1.893e-12,138,4.10416379475157e-318,1.36987580657198e-09,1.71194897305782e-310,0.0561971111250155,0.943802887505132
"242","cg11751927","Gout","chr11:117857137","rs12507725",FALSE,0.23,0.037,1.37253351957717e-09,158,2.28739151802476e-35,9.86012843707961e-07,4.20664075763551e-30,0.180513783832409,0.81948523015475
"243","cg24900983","Birth weight","chr6:152128528","rs12525163",TRUE,-0.0365,0.004,6.4e-20,37,2.39316224402314e-40,4.09304760106279e-16,6.17815624956614e-27,0.00957613411798752,0.99042386588201
"244","cg08153160","Height","chr7:23508734","rs12534093",TRUE,-0.038,0.0037,8.6e-26,45,8.65088981920596e-143,4.74693885205483e-21,2.13392467460323e-123,0.116209481467713,0.883790518532291
"245","cg19610529","Height","chr14:61108807","rs1254260",TRUE,0.034,0.0032,7e-26,65,1.09997836063606e-84,2.20612754943043e-32,5.43380272729048e-56,8.98987826513952e-05,0.99991010121735
"246","cg14877589","Age at menarche","chr14:60864519","rs1254269",TRUE,0.038,0.00619554655027659,8.6e-10,41,2.67460306089227e-53,3.10570521866536e-06,3.58861092265339e-49,0.0407110757884452,0.95928581850634
"247","cg02695267","Birth weight","chr8:142251320","rs12543725",TRUE,-0.0223,0.0037,1.9e-09,26,8.87042204727228e-12,9.73511742059563e-06,4.06128072870216e-09,0.00346064779762211,0.996529613014806
"248","cg24374161","Schizophrenia","chr11:46582058","rs12576115",TRUE,0.0880017197716256,0.0144,9.163e-10,177,3.16528348899014e-24,3.77388627819997e-07,2.90653240281259e-19,0.0336875278860262,0.966312094725343
"249","cg08348709","HDL cholesterol","chr17:37764802","rs12600751",TRUE,0.0335,0.004,3.088e-16,91,2.67812000224091e-28,1.22905486800105e-15,2.3090575452752e-14,0.105073380033223,0.894926619966756
"250","cg08348709","Serum creatinine (eGFRcrea)","chr17:37764802","rs12600751",TRUE,0.0076,0.001,3e-14,54,5.72613924365811e-23,1.50798748326183e-10,2.83578809747355e-14,0.0737546657336548,0.926245334115517
"251","cg24312520","Inflammatory bowel disease","chr17:40489584","rs12601611",TRUE,-0.125200476984246,0.019,4.275e-11,92,1.96502781262662e-114,4.45106031762253e-08,4.18257072832838e-108,0.0938348582862157,0.906165097203176
"252","cg24701232","Height","chr17:40897514","rs12602084",TRUE,-0.022,0.0032,1.7e-11,47,8.57280330908169e-64,2.91446971705292e-09,2.89067256465557e-57,0.0088361672634731,0.991163829822054
"253","cg22134413","Inflammatory bowel disease","chr5:150180641","rs12653039",TRUE,0.188601794751105,0.0292,1.001e-10,225,7.77499296211409e-268,1.0025043528448e-07,1.2138140202437e-261,0.155664338435913,0.844335561313607
"254","cg05533001","Schizophrenia","chr7:2019608","rs12668156",TRUE,-0.0766974758725041,0.011,2.768e-12,272,2.56562484684382e-305,4.50139424957963e-09,9.89408671909274e-298,0.172764726614999,0.827235268883656
"255","cg07556911","Schizophrenia","chr7:2044787","rs12668848",TRUE,-0.0802018870085612,0.0107,8.624e-14,274,1.18930301931418e-197,1.2836134549e-10,4.58643391293516e-190,0.00395408721998634,0.99604591265163
"256","cg18370025","Schizophrenia","chr7:2749541","rs12669518",TRUE,-0.067305011010914,0.0109,6.143e-10,15,1.38258952593921e-09,4.49756574420082e-07,4.20700224521073e-05,0.0126981250852634,0.987259353753122
"257","cg13318279","Triglycerides","chr11:116577961","rs1268832",TRUE,0.037,0.0034,6.453e-24,40,1.15040989779338e-92,1.65735039009476e-47,4.50032883531255e-47,0.0638983696747841,0.936101630325206
"258","cg19514381","Waist-to-hip ratio","chr7:25899118","rs12700664",TRUE,0.02,0.0033,2.1e-09,34,3.55194348911843e-90,4.63237031919933e-06,7.12816609249477e-86,0.0920561102506001,0.907939257379069
"259","cg09140281","Height","chr5:131563492","rs12719454",TRUE,0.034,0.0032,1.3e-26,186,6.18414206316057e-97,2.23555265402221e-29,2.8716990876678e-69,0.102914153472055,0.897085846527942
"260","cg22491976","Height","chr1:41707644","rs12735455",TRUE,0.026,0.0035,1.2e-13,49,1.54181445118666e-29,8.1589087526119e-17,1.96643537693379e-15,0.00941531519241982,0.990584684807577
"261","cg18174402","Triglycerides","chr2:27441263","rs1275526",TRUE,0.0694,0.0096,2.245e-11,50,7.29362458997622e-233,3.47633775296348e-23,1.66912538449072e-212,0.00696246321178206,0.99303753678821
"262","cg14906553","Triglycerides","chr2:27439738","rs1275538",TRUE,0.0422,0.0037,1.449e-26,18,1.4604267737843e-41,2.20233745505974e-39,8.49224183153555e-05,0.0118182846009681,0.988096792980713
"263","cg27208865","Height","chr10:104503427","rs12763284",TRUE,-0.021,0.0029,3.3e-13,20,1.34395795775048e-36,1.98678016576928e-10,1.60124750317098e-29,0.00136850116458482,0.99863149863674
"264","cg00084347","Years of schooling","chr12:124393913","rs12811109",TRUE,0.023,0.003,5.169e-14,127,5.38487778119e-30,7.40040270683763e-12,5.49329266150036e-20,0.0745685342908153,0.925431465701781
"265","cg16286844","Age at menopause","chr12:130819699","rs12824058",TRUE,0.14,0.02,6.1e-11,50,0,1.70529133947861e-07,0,0.0988892859160261,0.901110543554863
"266","cg23521589","Putamen volume","chr2:157292764","rs12890794",FALSE,-45.0242,6.7382,2.358e-11,26,2.70473433160955e-64,2.45770482975313e-08,1.24361159034382e-58,0.010310607952696,0.989689367470248
"267","cg09651136","Height","chr15:72525012","rs12904652",TRUE,-0.022,0.0035,1.6e-10,59,3.14957543750769e-53,1.26014635198155e-06,4.91414590639442e-49,0.0186801982561974,0.981318541597454
"268","cg18831671","Age at menopause","chr15:89859939","rs12914337",TRUE,0.17,0.02,2.2e-16,83,0,7.25987313007026e-18,0,0.0043657428651217,0.995634257134927
"269","cg18831671","Height","chr15:89859939","rs12914337",TRUE,0.02,0.0031,2e-10,94,0,1.16623621554021e-08,0,0.0271222899809287,0.972877698356647
"270","cg26612727","Primary biliary cirrhosis","chr17:38024636","rs12936231",TRUE,0.209693503589805,0.0399827768256495,8.96318e-11,30,7.38337129650109e-162,7.65237110260073e-05,8.03536125957839e-160,0.00733552719403718,0.992587949094952
"271","cg24764793","Birth weight","chr6:152126745","rs1293935",TRUE,-0.0235,0.0037,2.2e-10,62,8.20632819032784e-199,1.1645695535078e-15,2.11403291123622e-185,0.0290295158044342,0.970970484195551
"272","cg11645081","Height","chr2:20250613","rs12988913",TRUE,-0.02,0.0033,1.4e-09,29,1.6813972694571e-36,1.04757408723401e-06,5.22686185815982e-32,0.0315969240824096,0.96840202834351
"273","cg01494896","Height","chr2:88990555","rs12998347",TRUE,-0.019,0.0032,1.3e-09,33,2.2582196844268e-118,3.27954157847427e-06,4.926910432446e-114,0.0706225998882266,0.929374120570171
"274","cg12390835","Height","chr2:46932476","rs12999586",TRUE,0.027,0.0031,3.9e-18,24,4.80071572610211e-34,3.03647418130064e-15,1.6799886190814e-21,0.00963563883870227,0.990364361161302
"275","cg03579900","Systemic lupus erythematosus","chr2:191562369","rs13004849",TRUE,-0.198450938723838,0.0311486471430867,2.82389e-10,28,3.99630002060896e-46,1.22764648849356e-07,1.40724722263795e-40,0.0422723127829822,0.957727564452376
"276","cg13169065","Femoral neck bone mineral density","chr2:166650947","rs13009603",TRUE,-0.058904,0.007517,1.84e-14,48,1.91831594670057e-62,1.62709994241279e-11,1.23980192187806e-53,0.00952542422162153,0.990474575762106
"277","cg24871482","Years of schooling","chr2:100824662","rs13018640",TRUE,-0.022,0.003,3.58e-18,46,1.34560045784513e-23,1.23317734597242e-09,4.40801107865771e-16,0.0394367134196651,0.960563285347157
"278","cg23556108","Mean cell volume","chr2:60680616","rs13034231",TRUE,0.1841,0.0301,2.652e-11,13,6.58037969700823e-38,1.59914210741513e-06,8.86718284775948e-34,0.0205693053528256,0.979429095505073
"279","cg00217306","Serum creatinine (eGFRcrea)","chr3:141681567","rs13065446",TRUE,-0.0068,0.00092,8.5e-13,61,2.70603559419871e-232,9.49027687349631e-10,6.07415228227297e-225,0.0203228463818047,0.979677152669168
"280","cg18571112","Height","chr3:52968878","rs13072536",TRUE,0.027,0.0034,1.2e-15,66,1.63185830008224e-68,3.05787364265634e-19,6.16390002066538e-51,0.114617461110046,0.885382538889952
"281","cg09562331","Height","chr3:50596116","rs13076850",TRUE,-0.028,0.0043,1.9e-10,141,2.6366642942741e-40,3.53515156191127e-07,6.62541365554008e-35,0.0879192565518037,0.912080389933047
"282","cg15367212","Schizophrenia","chr3:180588198","rs13086336",TRUE,-0.084904507090444,0.0132,1.454e-10,189,3.84866663581071e-231,3.57988670883153e-07,1.20947142766101e-225,0.111612150963172,0.88838749104819
"283","cg21950072","Inflammatory bowel disease","chr3:48754976","rs13090013",TRUE,0.163096262808822,0.0249,5.944e-11,123,7.08345489261867e-21,5.59115668084669e-08,2.9673715745194e-15,0.022444686649851,0.977555257438582
"284","cg06507285","Schizophrenia","chr3:180587900","rs13093137",TRUE,-0.0840013661662842,0.0132,2.204e-10,37,6.65448009570893e-45,1.85481816365132e-07,1.14776249290926e-39,0.0310228644678635,0.968976950050324
"285","cg14012610","Inflammatory bowel disease","chr3:48673451","rs13096357",TRUE,0.172801383409795,0.0266,7.731e-11,43,1.99516957088523e-33,7.43254404113079e-08,5.13505525541995e-28,0.0181476116154728,0.981852314059086
"286","cg05691054","Serum creatinine (eGFRcrea)","chr4:77380878","rs13146564",TRUE,-0.009,0.001,1.5e-18,20,1.63121601217882e-40,2.13816694637081e-19,2.53573072448107e-24,0.00232611375408042,0.997673886245922
"287","cg12970711","Inflammatory bowel disease","chr22:21984177","rs131656",TRUE,0.134897958447958,0.0211,1.749e-10,93,5.87228522716003e-29,3.71590003866764e-07,1.52936055399989e-23,0.0958716709335684,0.904127957476423
"288","cg12970711","Systemic lupus erythematosus","chr22:21984177","rs131656",TRUE,0.2390169004705,0.0300466927694856,2.68495e-12,78,4.62234990898651e-35,2.24857069773613e-13,8.37018474313962e-24,0.0397570383317088,0.960242961668072
"289","cg11675917","Systemic lupus erythematosus","chr6:31973162","rs13190739",FALSE,0.53062825106217,0.0495295955206524,4.50769e-28,2242,0,7.985526741548e-111,1.53292267016447e-264,0.0256898647325552,0.974310135267404
"290","cg22168941","Height","chr6:126071319","rs13209968",TRUE,0.018,0.0029,1.5e-09,24,4.07022832720022e-51,3.02842920575197e-06,1.36002507135085e-47,0.00912831709023419,0.990868654480554
"291","cg00973876","Red blood cell count","chr17:77899208","rs13211313",FALSE,-0.0171,0.0022,1.52e-16,65,1.68306299614284e-89,1.92804572272542e-14,1.67786386490091e-78,0.000923012830889678,0.999076987169079
"292","cg00973876","Mean cell volume","chr17:77899208","rs13211313",FALSE,0.1907,0.0252,3.393e-16,64,2.3933683566998e-92,2.74171925988404e-17,2.15909928405626e-78,0.00147482752918412,0.99852517247081
"293","cg00973876","Mean cell haemoglobin","chr17:77899208","rs13211313",FALSE,0.0821,0.0099,3.457e-18,65,3.41224749802692e-95,3.90892629006084e-20,3.603638097925e-77,0.0403220746702508,0.95967792532974
"294","cg10158886","Extreme height","chr6:7728986","rs13216054",TRUE,0.15,0.025,1.4e-09,16,1.13335974382705e-22,5.16931842539269e-07,6.53978634652808e-18,0.0288571961937962,0.971142286874363
"295","cg10158886","Height","chr6:7728986","rs13216054",TRUE,-0.038,0.0029,9.9e-38,16,7.79520530589626e-51,3.55543759489991e-35,1.9019093312606e-18,0.00768239932222371,0.992317600677776
"296","cg03132015","Systemic lupus erythematosus","chr8:144357016","rs13217285",FALSE,0.431782416425538,0.0398369211110415,1.40245e-21,10,3.3870146604795e-27,6.74505241090649e-23,2.40382370202177e-07,0.00379087309629495,0.996208886521336
"297","cg03132015","Schizophrenia","chr8:144357016","rs13217285",FALSE,-0.156595332223074,0.0178,1.425e-18,10,2.59922772222411e-20,5.17621828415728e-16,6.58150907433722e-07,0.0121188308851351,0.98788051096396
"298","cg04593460","Schizophrenia","chr7:2045488","rs13227554",TRUE,0.0787002685436651,0.0107,2.219e-13,274,1.17360501732823e-317,4.70627537433054e-10,4.52589577489641e-310,0.0171664695743871,0.98283352995494
"299","cg21461856","Schizophrenia","chr22:39852666","rs132571",TRUE,0.0677988255644351,0.0109,5.802e-10,35,1.32049578532964e-22,5.21862516814817e-07,5.94475004819112e-18,0.0225162852571989,0.977483192880287
"300","cg27478879","Inflammatory bowel disease","chr9:139239957","rs13295852",TRUE,0.124100814176669,0.0193,1.225e-10,31,1.09334832608632e-26,3.81192875237117e-13,6.57803661690448e-17,0.00129470901403151,0.99870529098559
"301","cg17012863","Myocardial infarction","chr10:91011802","rs1332326",TRUE,0.0690747,0.0112326322739293,7.77414685208762e-10,14,5.40735891041654e-25,1.57939860166604e-09,3.61015894718735e-18,0.0095542213838502,0.990445777036753
"302","cg17012863","Coronary heart disease","chr10:91011802","rs1332326",TRUE,0.060904,0.010009,1.17e-09,14,7.57181073802622e-24,2.21159858071957e-08,2.76563589261928e-18,0.00708504240725829,0.992914935476753
"303","cg25256661","Birth weight","chr17:7137939","rs13331",TRUE,0.0275,0.0041,1.2e-11,67,0,1.64449153129552e-10,0,0.0610250878620442,0.938974911973401
"304","cg10830649","Femoral neck bone mineral density","chr2:166650933","rs13390528",TRUE,-0.058776,0.007521,2.15e-14,47,1.47893338263496e-71,8.7571112087182e-12,9.5586309803737e-63,0.00466455400414455,0.995335445987107
"305","cg27488364","Crohn's disease","chr2:234072811","rs13391356",TRUE,-0.297193832824377,0.0232,1.341e-37,43,1.67416639407871e-51,5.69255436065177e-34,6.32511935973819e-20,0.0205274014614528,0.979472598538554
"306","cg27488364","Inflammatory bowel disease","chr2:234072811","rs13391356",TRUE,-0.146599263674424,0.0169,3.618e-18,43,2.29787774133423e-32,7.81331772214622e-15,6.75250944881949e-20,0.0219820816536994,0.978017918346296
"307","cg27084654","Height","chr3:141118615","rs1344672",TRUE,-0.077,0.003,2.3e-148,110,0,1.03109230803739e-154,5.28062925938233e-288,0.0133754255395645,0.986624574460418
"308","cg27084654","Hip circumference","chr3:141118615","rs1344672",TRUE,-0.034,0.0036,5.4e-22,66,8.22832310476868e-305,2.20232558236737e-19,1.72590349683514e-288,0.00362303500434524,0.996376964995646
"309","cg27084654","Extreme height","chr3:141118615","rs1344672",TRUE,0.28,0.026,2.5e-27,82,5.71106640087958e-311,1.54086526753068e-25,4.49072718858219e-288,0.0111272629636028,0.988872737036349
"310","cg27084654","Waist circumference","chr3:141118615","rs1344672",TRUE,-0.021,0.0034,1.6e-10,54,6.29933834192065e-292,1.6772022066567e-06,3.53067541671475e-288,0.00840885273272056,0.991589470065114
"311","cg22114489","Hip circumference","chr7:101398177","rs1344674",FALSE,-0.034,0.0035,3.4e-22,27,1.07981726896472e-94,1.58013428642364e-19,2.28721984842019e-78,0.00234931792729431,0.997650682072694
"312","cg22114489","Height","chr7:101398177","rs1344674",FALSE,-0.078,0.0029,5.1e-155,28,4.67063783329468e-230,6.83484082188693e-155,6.53660280816517e-78,0.00857399981622797,0.991426000183794
"313","cg22114489","Waist circumference","chr7:101398177","rs1344674",FALSE,-0.021,0.0033,2.2e-10,26,7.87169599188719e-82,1.15187032145604e-06,4.1960459615049e-78,0.00514524735778162,0.994853600771905
"314","cg22114489","Extreme height","chr7:101398177","rs1344674",FALSE,0.28,0.025,2.5e-28,27,8.42323945181336e-101,1.23260201916639e-25,6.62336379355867e-78,0.00870090024031296,0.991299099759676
"315","cg25492645","Femoral neck bone mineral density","chr2:166651320","rs1346004",TRUE,-0.057817,0.007552,7.15e-14,42,1.05504016545071e-43,3.13779656168739e-11,6.82019113539969e-35,0.0193032440792594,0.980696755889357
"316","cg13411656","Height","chr3:141121016","rs1346408",TRUE,0.064,0.003,5e-102,125,0,6.51290255860779e-155,0,0.00807539162118234,0.991924608378855
"317","cg13411656","Hip circumference","chr3:141121016","rs1346408",TRUE,-0.027,0.0045,1.5e-09,68,0,1.64335721773911e-19,0,0.00244659891820752,0.997553401081715
"318","cg13411656","Extreme height","chr3:141121016","rs1346408",TRUE,0.21,0.026,6.5e-17,84,0,1.22876010963671e-25,0,0.00867066028754954,0.99132933971242
"319","cg05021923","LDL cholesterol","chr6:18387560","rs1367117",FALSE,0.1186,0.004,9.48e-183,51,3.29701949668742e-259,1.89326157840454e-187,5.00999858130158e-74,0.0277969256231287,0.972203074376879
"320","cg05021923","Triglycerides","chr6:18387560","rs1367117",FALSE,0.0252,0.0036,1.057e-11,12,4.81581158609512e-79,9.3450329440618e-09,5.44741086497171e-74,5.712161703922e-05,0.999942869037942
"321","cg05021923","Total cholesterol","chr6:18387560","rs1367117",FALSE,0.0995,0.0038,2.48e-139,49,3.34142742421396e-217,1.91892136342299e-145,5.00961039132475e-74,0.027797083924267,0.972202916075754
"322","cg15837166","Height","chr2:20101919","rs1370585",TRUE,0.02,0.0033,1e-09,43,2.12666248589067e-174,4.1990391773814e-06,6.32839719798479e-170,0.124076620023897,0.87591918093694
"323","cg06200339","Total cholesterol","chr5:157079404","rs1393208",TRUE,0.0499,0.007,3.159e-12,38,6.34825679254733e-53,5.08963241614082e-38,1.28619447968484e-17,0.00932121837564016,0.990678781624354
"324","cg06200339","LDL cholesterol","chr5:157079404","rs1393208",TRUE,0.0452,0.0071,7.764e-10,36,2.7163260281641e-43,2.17783778641665e-28,1.32548706023749e-17,0.00963684350154241,0.990363156498453
"325","cg15132013","Birth weight","chr1:2163529","rs139675912",FALSE,-0.0348,0.0055,2.5e-10,95,6.29300246245671e-63,5.64696984522446e-07,4.85751761923364e-58,0.0426311344561498,0.957368300846858
"326","cg00449189","Inflammatory bowel disease","chr22:22011008","rs140491",TRUE,-0.130894871303393,0.0208,2.951e-10,91,1.80605013384061e-83,2.37224007224991e-07,4.68222726082477e-78,0.0605614410136822,0.939438321762311
"327","cg16974014","Inflammatory bowel disease","chr22:22007515","rs140499",TRUE,0.131396615608664,0.0208,2.802e-10,90,2.28943120872739e-39,2.1802768914605e-07,5.9352703416865e-34,0.0555784946282784,0.944421287344038
"328","cg16974014","Systemic lupus erythematosus","chr22:22007515","rs140499",TRUE,0.2390169004705,0.0300466927694856,2.96884e-12,75,8.87044189027341e-45,7.49635949331571e-13,1.52701660744155e-33,0.12817547191153,0.871824528087715
"329","cg16644494","Mean cell volume","chr22:50971601","rs140522",TRUE,-0.2869,0.0304,4.457e-23,22,1.11311556301395e-163,1.07298870624465e-17,1.22273934500775e-149,0.000178839484855704,0.999821160515121
"330","cg16644494","Mean cell haemoglobin","chr22:50971601","rs140522",TRUE,-0.1093,0.0121,7.973e-21,16,4.39773616182161e-162,4.23097553839538e-16,1.03951680849176e-149,9.87919927003151e-08,0.999999901208019
"331","cg20592345","Myocardial infarction","chr10:91008159","rs1412445",TRUE,0.0791665,0.0108678974003256,3.23068628345649e-13,19,0,9.54576626558083e-10,0,0.00899581440338421,0.991004184642044
"332","cg20592345","Coronary heart disease","chr10:91008159","rs1412445",TRUE,-0.066624,0.0097124,6.9e-12,19,0,1.78593910140935e-08,0,0.0116557707272305,0.988344211413337
"333","cg05248781","Eczema","chr1:152483199","rs1415432",TRUE,-0.184561263064591,0.0184867824678327,1.93e-23,20,3.27944306697321e-33,6.38146912526079e-20,9.23977751321393e-16,0.0169966821716576,0.983003317828335
"334","cg11706163","Serum creatinine (eGFRcrea)","chr5:39364495","rs1421094",TRUE,-0.0076,0.00092,3.4e-17,44,0,2.19238911127448e-15,0,0.00484023403936051,0.99515976596054
"335","cg01517311","Height","chr5:128796702","rs1421827",TRUE,0.033,0.0051,1.6e-10,49,1.08956490596731e-20,3.91442010641799e-07,8.86963977787007e-16,0.0308963653424816,0.969103243215504
"336","cg05389922","Hip circumference","chr20:34000172","rs143384",TRUE,-0.025,0.0037,9.3e-12,51,6.90907315417231e-279,5.83495438168269e-08,1.28784308326265e-274,8.77163862617198e-05,0.999912225264246
"337","cg05389922","Height","chr20:34000172","rs143384",TRUE,-0.075,0.0032,1.1e-121,313,0,2.80372793170455e-117,1.13400692407592e-274,3.13003105274581e-10,0.99999999968702
"338","cg12373951","Transferrin","chr3:133503437","rs1444600",TRUE,0.1365,0.0105,2.642e-38,138,0,0,0,0.00226657092421737,0.997733429075645
"339","cg12623648","Height","chr5:178487384","rs1445844",TRUE,0.019,0.0031,2.9e-10,17,1.16262078874861e-17,7.82703914280543e-07,2.33780679438399e-13,0.0147534245157521,0.985245792780101
"340","cg12606409","Triglycerides","chr2:27958270","rs1458396",TRUE,0.0422,0.0055,3.716e-15,101,1.0708416041489e-70,2.96154239656169e-43,3.18496054332141e-30,0.00781621106972769,0.992183788930273
"341","cg09935271","Total cholesterol","chr19:19643534","rs1465695",TRUE,0.0468,0.0067,1.172e-11,18,7.65502276381236e-36,7.9854594300557e-21,3.138363188693e-17,0.0317701076584757,0.968229892341529
"342","cg09935271","LDL cholesterol","chr19:19643534","rs1465695",TRUE,0.0523,0.007,1.684e-13,18,1.13456170690247e-30,1.18353619066867e-15,3.65094474534417e-17,0.0371225365775948,0.962877463422402
"343","cg09935271","Triglycerides","chr19:19643534","rs1465695",TRUE,0.0521,0.0064,2.789e-15,18,5.52917890094108e-33,5.76785140387954e-18,3.95200077954512e-17,0.0402661944069175,0.959733805593085
"344","cg26457823","Mean cell volume","chr11:67196506","rs1476792",TRUE,0.1388,0.0249,2.637e-10,34,7.81123692449433e-39,7.51789839661326e-05,2.03509195946185e-36,0.0186053538431994,0.981319467172832
"345","cg13521797","Myocardial infarction","chr2:203737787","rs148812085",TRUE,0.1242,0.0168484118782761,1.68543777227605e-13,296,3.14896333282621e-250,1.97249033969168e-10,2.21352115464869e-241,0.137791330059412,0.862208669743298
"346","cg13521797","Coronary heart disease","chr2:203737787","rs148812085",TRUE,-0.134683,0.015537,4.38e-18,347,9.98445307314863e-255,6.52555401937201e-15,1.25527607456487e-241,0.0811223896858008,0.918877610314154
"347","cg24358785","Systemic lupus erythematosus","chr6:160783793","rs149947",FALSE,0.262364264467491,0.0314368980673337,2.53625e-14,119,2.27800911352792e-90,4.17422595714578e-13,4.81474529813873e-79,0.0873127490793601,0.912687250920235
"348","cg01436315","Waist circumference","chr16:28909725","rs151181",TRUE,0.031,0.0034,2.8e-19,68,1.04909712962246e-23,3.19404288709885e-19,3.43549702095421e-06,0.103699593281353,0.896296971221624
"349","cg01436315","Hip circumference","chr16:28909725","rs151181",TRUE,0.03,0.0036,3.6e-17,69,6.04464279401964e-23,1.84196554279243e-18,1.48938429344764e-06,0.0444299843010755,0.955568526314628
"350","cg01436315","Body mass index","chr16:28909725","rs151181",TRUE,0.0265,0.003,2.15e-18,69,1.23584021531555e-24,5.20703206020095e-20,1.69719774741547e-06,0.0705795269095874,0.929418775892667
"351","cg01106338","Age at menarche","chr18:44790514","rs1512235",TRUE,-0.043,0.00577574708310149,9.7e-14,113,7.13502215180597e-142,3.12902067544909e-10,2.62152650992051e-133,0.11407953410842,0.885920465578683
"352","cg09179743","Amyotrophic lateral sclerosis","chr9:27524436","rs1537712",TRUE,0.1441,0.0194,1.10389494366521e-13,24,4.1627460809527e-24,1.67365750661872e-10,4.74590656280695e-16,0.018099306736051,0.981900693096584
"353","cg25438963","Height","chr6:26045663","rs1540275",TRUE,0.025,0.0031,2.1e-16,42,7.3844028623434e-70,1.13605245870806e-12,1.75245688128706e-59,0.0259866358024197,0.97401336419645
"354","cg22860181","Height","chr1:182922502","rs1547715",TRUE,0.024,0.0031,1.5e-14,20,6.76913589005055e-27,9.07196198049856e-11,3.52575301629372e-18,0.0462982634123457,0.953701736496937
"355","cg21160062","Systemic lupus erythematosus","chr6:28890518","rs156743",TRUE,0.438254930931155,0.0393241530171577,1.2699e-25,278,3.4271001030385e-50,2.43705008024941e-28,1.86689625219845e-23,0.131889016747091,0.868110983252912
"356","cg21160062","Schizophrenia","chr6:28890518","rs156743",TRUE,0.14729868702088,0.0167,1.243e-18,278,2.67230135269233e-46,1.90029798168183e-24,9.1093229228814e-24,0.0638410711818485,0.936158928818155
"357","cg23499977","Height","chr20:47835458","rs1567865",TRUE,0.037,0.0036,6.9e-25,56,4.4017413421344e-44,1.02464547247357e-20,8.46845479179832e-26,0.0187317570959628,0.981268242904036
"358","cg14196790","Height","chr5:131705035","rs157573",TRUE,-0.033,0.0037,1.2e-18,478,0,1.22020883142193e-29,0,0.054971527167831,0.945028472832456
"359","cg09873164","Psoriasis","chr1:152488093","rs1581803",TRUE,-0.266964830863059,0.0339617203859517,2.672850814e-15,13,1.61756706811278e-21,4.59280378142733e-12,4.68495262583271e-12,0.012314432508423,0.987685567482297
